Id,SalePrice
1461,111462.46831374738
1462,160693.97690942945
1463,159000.45578927183
1464,181874.93936673497
1465,225928.49419676038
1466,179585.30597466513
1467,170336.17734178706
1468,171976.99335458208
1469,204876.98633049094
1470,103425.09520014949
1471,207405.2085192864
1472,124844.68051078395
1473,106684.91269755535
1474,173711.03125673576
1475,152003.59396518982
1476,322031.1309393948
1477,265380.46834489435
1478,298371.99234942615
1479,282046.51800865144
1480,370528.80827226466
1481,296594.24658503325
1482,231695.03937632006
1483,180001.35125594595
1484,192253.95086153058
1485,182157.3883331002
1486,208914.3011425859
1487,306733.51370619505
1488,268877.953427683
1489,199343.38753609246
1490,190478.75744818526
1491,205943.56825496422
1492,111748.09464286003
1493,184368.07287013318
1494,289638.56903739064
1495,288080.1503261806
1496,215666.31792376426
1497,208011.61651607658
1498,181188.37965717973
1499,181188.37965717973
1500,158603.65901587275
1501,173521.7486049738
1502,174634.40607101124
1503,262512.46201754303
1504,242434.2948164567
1505,216777.01713008303
1506,214503.48915500383
1507,229261.44928618878
1508,203153.2739250723
1509,177973.4347171212
1510,150392.1391086475
1511,148997.14547770226
1512,169096.12163556376
1513,179105.36614498045
1514,141647.01768892733
1515,197825.21715651415
1516,176270.11012458403
1517,146172.52990239408
1518,175888.84346029736
1519,216205.9898418586
1520,124245.0859589836
1521,128463.86066092094
1522,188618.5639214907
1523,99905.42281516976
1524,114056.00870106547
1525,112867.91559123254
1526,113544.76274772029
1527,101372.57063681554
1528,143143.39944147796
1529,146552.79200765002
1530,184807.42152172033
1531,117462.55255868504
1532,89083.24590461966
1533,158597.38009781536
1534,144156.49936225696
1535,140856.12664450312
1536,125108.13545442474
1537,50487.161209513375
1538,208304.65738453608
1539,244175.33586895364
1540,141007.127182105
1541,173067.07919039138
1542,140163.94204596872
1543,209643.7399179225
1544,74076.75730375902
1545,133738.71605683805
1546,157152.89031567893
1547,128607.42161237879
1548,150441.1846607912
1549,126005.74102325624
1550,155152.9597051404
1551,144557.59990825635
1552,148480.1643769702
1553,134908.36781799773
1554,142440.44234556356
1555,153712.925669829
1556,114937.12796725609
1557,114811.33677537445
1558,124683.60947781283
1559,98273.94547361395
1560,158985.18851664307
1561,124482.52794930499
1562,107895.30433436602
1563,105465.34363766701
1564,159337.84460844658
1565,145959.25630726185
1566,215474.92810524613
1567,91845.26222499413
1568,202697.08268282443
1569,92643.5999907954
1570,134868.7323107794
1571,105469.90838282838
1572,126714.470471393
1573,217613.51801317776
1574,153694.3599117111
1575,212222.6666993193
1576,232729.5389830673
1577,199035.98599431422
1578,169160.69459939495
1579,131123.05559737966
1580,208758.86802756783
1581,116479.98330902908
1582,126708.64079109949
1583,294015.30826602574
1584,230570.04562704414
1585,148316.0795095597
1586,25961.919393738717
1587,98929.90613258371
1588,128025.57017013163
1589,109323.17238301461
1590,143388.24524048265
1591,66609.2842675925
1592,129185.97007832251
1593,148649.8073899622
1594,111993.36586249428
1595,118078.21038445283
1596,222875.3123435195
1597,184200.5703482105
1598,195270.70924073367
1599,209155.50570887935
1600,220256.49160296653
1601,9498.294864993251
1602,136854.36760145557
1603,82769.43934096445
1604,249087.3938391847
1605,267028.8921670024
1606,176758.43729994757
1607,229033.54536146866
1608,225967.31750475158
1609,197612.85621471147
1610,136905.60913021176
1611,147933.71094181703
1612,164791.52907621444
1613,159666.1133188354
1614,110587.6162503548
1615,61611.01943347079
1616,61611.01943347079
1617,82827.99024827903
1618,106553.21372819849
1619,123958.10499875477
1620,200575.01611211206
1621,137607.63680631242
1622,130737.29714367285
1623,257289.04284570183
1624,196886.76556205688
1625,132811.6678624047
1626,188222.23189178822
1627,182518.4045403096
1628,280081.0614261668
1629,192520.39025113863
1630,300990.1226393585
1631,237454.1654755094
1632,252562.04044825045
1633,182449.17443146728
1634,183565.7896237323
1635,172160.51868892295
1636,170881.1908805703
1637,177243.94834874992
1638,222488.44391294048
1639,197389.6579642171
1640,252627.34479881692
1641,191592.544678201
1642,218511.49633220505
1643,245558.6755994589
1644,240581.8772922024
1645,176096.74946158528
1646,167117.08109960405
1647,195659.24984621906
1648,146818.8942314585
1649,118159.38788730578
1650,102709.42520305424
1651,102709.42520305424
1652,124844.68051078395
1653,125070.07400717022
1654,176213.4042217695
1655,186359.36804115903
1656,173711.03125673576
1657,176213.4042217695
1658,173711.03125673576
1659,152351.07560545197
1660,138066.79385906426
1661,344778.4052425008
1662,332078.6347798484
1663,321301.5884198189
1664,386406.102068329
1665,301870.69665170065
1666,281777.1965633703
1667,302512.9554343076
1668,303107.87748689915
1669,286326.3430514429
1670,305942.7027785592
1671,234441.6598425133
1672,349878.82270897727
1673,287682.9449940793
1674,269321.887743789
1675,182765.01217921215
1676,180628.65084148556
1677,206630.21987681833
1678,377192.0197919423
1679,307199.5124936685
1680,291424.77981105016
1681,261860.05444192924
1682,274961.99625042337
1683,209894.78175108953
1684,194107.93597914916
1685,171888.05066479815
1686,196855.92493803715
1687,182157.3883331002
1688,205231.26064568173
1689,203176.0076406081
1690,196921.19530384234
1691,188686.86555314015
1692,265230.09577198187
1693,182157.3883331002
1694,174129.6609898924
1695,184462.8501007872
1696,261711.0394717202
1697,184556.7640576148
1698,309649.13879854523
1699,298345.1452034904
1700,230046.95354712577
1701,263523.797614231
1702,276445.17010097066
1703,270504.1123142112
1704,275641.28184588253
1705,235633.01687646788
1706,350739.8228185439
1707,212431.1632911547
1708,211076.21172030273
1709,289607.5158682973
1710,236910.02744620186
1711,258677.77886492273
1712,262932.62923623424
1713,247418.69267932142
1714,220750.35828639215
1715,206570.12613943263
1716,198404.24796781634
1717,192429.87286375012
1718,127883.83362616663
1719,212286.8685361908
1720,263040.67748522887
1721,191501.93450119006
1722,100896.82087634539
1723,143368.32808869288
1724,234323.72400457415
1725,227775.5054383103
1726,184834.99104979876
1727,181584.13476215568
1728,199207.41058045722
1729,167129.65487524547
1730,171318.80834649675
1731,132822.0770203738
1732,128241.28613581357
1733,106967.9669469088
1734,115994.74275738967
1735,108838.85468976508
1736,108388.06769699254
1737,296536.0501594166
1738,213900.16341101445
1739,295687.82132573205
1740,207911.72037484686
1741,174672.746949802
1742,173521.7486049738
1743,194100.28281032955
1744,254682.24107868582
1745,232710.46185380334
1746,253933.57445412807
1747,223567.16704795466
1748,225099.79150615042
1749,156197.57627161287
1750,153419.74135073143
1751,234117.29119656756
1752,105765.86829951536
1753,172222.35129360968
1754,231041.58225552217
1755,178128.76778538947
1756,103010.025941684
1757,105728.30271678432
1758,147980.84816217373
1759,166982.906666676
1760,156894.94688670122
1761,154655.98490218393
1762,176030.32123138683
1763,186870.52780289235
1764,112306.27969869084
1765,205208.3272428387
1766,189502.01425878736
1767,197054.7112678809
1768,124734.82961718773
1769,204503.30180829272
1770,137921.48201150002
1771,128123.25590058861
1772,140501.57187115646
1773,103829.80194007728
1774,192516.66087399443
1775,142832.74351659944
1776,130213.08734859203
1777,100377.5315014098
1778,116079.29643936147
1779,101092.99786119675
1780,196487.97634372188
1781,127445.81815355332
1782,53360.872546222934
1783,143481.54748151216
1784,77045.9575427688
1785,118913.1321063737
1786,175861.82282051913
1787,201705.5535595468
1788,-10094.8113421374
1789,122406.46797126989
1790,46088.238965611614
1791,251323.05268152602
1792,164567.1178195286
1793,161622.29580429694
1794,155715.50831843406
1795,145789.89001396493
1796,124213.41815255731
1797,163221.5328316509
1798,117344.0297502338
1799,96329.0591796386
1800,110206.36172393925
1801,106146.73274980509
1802,176820.64546216736
1803,186634.0394256163
1804,131773.89836236183
1805,141394.56468086984
1806,150517.18689137624
1807,195660.41621841633
1808,128271.7539648655
1809,99934.29939041068
1810,149309.89879142976
1811,88043.68584040264
1812,106718.660326424
1813,122411.55411676847
1814,99805.5980502663
1815,1381.0002100743877
1816,96519.05301829285
1817,125944.63941553215
1818,178646.97599314075
1819,140939.92068284695
1820,52213.9426448477
1821,156928.19377030255
1822,193923.58845359556
1823,17814.341974060182
1824,156296.57817387316
1825,124226.65862931733
1826,107306.99270534207
1827,113127.36118843296
1828,136960.46574080814
1829,201883.9188662897
1830,192696.4682784153
1831,192622.08546730047
1832,140777.38800059323
1833,170127.62943926032
1834,144039.0334746993
1835,177538.4001652459
1836,172094.16714231097
1837,61239.45224306849
1838,147802.0686326917
1839,66587.393740081
1840,106604.50316605554
1841,124316.48338920699
1842,108137.4670209387
1843,121586.46412147969
1844,146884.2034089688
1845,136043.57767653657
1846,168126.39887861785
1847,154699.4185769524
1848,-18066.471223165732
1849,101571.27171766816
1850,119899.82271060275
1851,158114.10080909345
1852,120135.2742700007
1853,117612.01786085698
1854,186737.39419126252
1855,161688.51184899572
1856,221146.89490056524
1857,152430.5555540626
1858,162510.73608148098
1859,130975.4000878708
1860,148500.3437184179
1861,130069.68296485092
1862,301091.9383398455
1863,301091.9383398455
1864,301091.9383398455
1865,297859.1207885401
1866,300921.4990204128
1867,260674.56028693917
1868,263131.1058034487
1869,203788.83719555577
1870,245588.93176720172
1871,262102.12850750025
1872,168506.1713864445
1873,226018.76453430494
1874,115330.38518532136
1875,214317.02401335645
1876,189048.3342519773
1877,213085.3047721239
1878,216889.7138782762
1879,108910.84271053606
1880,128854.98411505634
1881,248111.04806519227
1882,258404.00250552516
1883,209507.3466863087
1884,218642.28846816314
1885,240248.03066559843
1886,262306.83378910855
1887,211001.11859323134
1888,268080.34799498564
1889,165016.63231916746
1890,99390.93831783254
1891,150938.9921143296
1892,82570.61704333956
1893,130808.91076999783
1894,138328.59775304934
1895,141635.89538470012
1896,119478.55968529283
1897,121009.47962807099
1898,137073.8319664645
1899,163506.40608135637
1900,161321.35903555297
1901,153835.9910470195
1902,132863.58639658368
1903,241197.15732395506
1904,122957.76004472567
1905,196040.57780953884
1906,137852.04533516723
1907,204980.03768539484
1908,147825.47922800825
1909,157163.65306799076
1910,157163.65306799076
1911,188807.33830736423
1912,260131.9319226645
1913,177839.81081594955
1914,61267.65635126992
1915,248816.30062226104
1916,9269.495238136078
1917,273159.6900107345
1918,133708.99013195335
1919,170272.35069268625
1920,175865.50915584058
1921,325154.7944414646
1922,296044.6599533531
1923,202260.4694069601
1924,219928.28962879363
1925,222618.48642006345
1926,318739.5091700676
1927,115999.09820400283
1928,156495.90449428334
1929,101478.21068310755
1930,128181.08823326643
1931,127797.00913631724
1932,136865.60347524134
1933,159402.06411815019
1934,181874.93936673497
1935,169689.6670334511
1936,181893.72215810049
1937,182151.47446797267
1938,158765.29589610867
1939,252361.61129179507
1940,225928.49419676038
1941,183126.1218853699
1942,183422.59534205266
1943,229298.27151361984
1944,293525.59712862154
1945,310153.0307699266
1946,194548.56307864565
1947,279012.6700313806
1948,193778.31851591627
1949,228819.0156707533
1950,201398.3314189746
1951,253904.5459778358
1952,235601.23995245123
1953,172792.85546702726
1954,219497.02709825887
1955,140562.51915187354
1956,314263.5012166385
1957,188369.38911641188
1958,289628.83048112574
1959,164885.83146571158
1960,86252.19630454484
1961,126776.22840930283
1962,124844.68051078395
1963,125671.12333086695
1964,117450.41721907767
1965,173898.85917039102
1966,186308.96916399847
1967,268249.94913642376
1968,323232.89673151425
1969,314871.4353298651
1970,346556.68263969314
1971,387905.16165260656
1972,319839.15458090743
1973,270766.5413809683
1974,286790.7949387962
1975,375867.2552186331
1976,266866.24317253137
1977,308088.4555155593
1978,317443.60070360627
1979,310635.0832209205
1980,207429.13097391874
1981,307151.32769472816
1982,230456.55632729057
1983,230456.55632729057
1984,202802.71622872716
1985,232295.22747663266
1986,236947.6775008619
1987,196352.69271283012
1988,174035.4413614455
1989,207892.79253320818
1990,219339.43945299738
1991,206630.21987681833
1992,218843.3072213854
1993,191971.73958707365
1994,237640.79593616098
1995,205294.90912065216
